SourceFile,SearchKey,ODSCode,OrganisationName,ServiceIndex,ServiceCode,ServiceName,KeyValueIndex,Key,Value
page_000026.json,X101224,FL267,DAY LEWIS PHARMACY,4,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000026.json,X10125,FNJ65,Boots,3,SRV0514,Flu vaccination service,1,FluJabLink,https://boots.com
page_000026.json,X10125,FNJ65,Boots,3,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10128,FNJ80,Davey's Pharmacy,8,SRV0277,Flu vaccination service: adults aged 18 years or over,1,OnlineBooking,NBS
page_000026.json,X10128,FNJ80,Davey's Pharmacy,9,SRV0514,Flu vaccination service,1,FluJabLink,https://www.daveyschemist.co.uk/booking-form
page_000026.json,X10128,FNJ80,Davey's Pharmacy,9,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10146,FNK76,Holborn Pharmacy,6,SRV0514,Flu vaccination service,1,FluJabLink,https://www.holbornpharmacy.com/
page_000026.json,X10146,FNK76,Holborn Pharmacy,6,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10146,FNK76,Holborn Pharmacy,9,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.holbornpharmacy.com
page_000026.json,X10148,FNK82,JESMOND PHARMACY,4,SRV0514,Flu vaccination service (Paid service),1,OnlineBooking,None
page_000026.json,X10149,FNK94,Claines Pharmacy,7,SRV0514,Flu vaccination service,1,FluJabLink,https://raylane.co.uk/flu-jab
page_000026.json,X10149,FNK94,Claines Pharmacy,7,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10149,FNK94,Claines Pharmacy,10,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://raylane.co.uk/flu-jab
page_000026.json,X101550,FWF36,Kumar Pharmacy,4,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000026.json,X101557,FTG29,Clear Pharmacy,3,SRV0514,Flu vaccination service (Paid service),1,OnlineBooking,None
page_000026.json,X101558,FXA95,Green Cross Pharmacy,7,SRV0514,Flu vaccination service (Paid service),1,FluJabLink,https://greencrosspharmacy.uk
page_000026.json,X101558,FXA95,Green Cross Pharmacy,7,SRV0514,Flu vaccination service (Paid service),2,OnlineBooking,Web
page_000026.json,X10156,FNL18,GRAHAM YOUNG PHARMACY,7,SRV0514,Flu vaccination service (Paid service),1,FluJabLink,https://grahamyoungpharmacy.co.uk/free-nhs-private-flu-vaccination-peterborough/
page_000026.json,X10156,FNL18,GRAHAM YOUNG PHARMACY,7,SRV0514,Flu vaccination service (Paid service),2,OnlineBooking,Web
page_000026.json,X101562,FW459,Numark Pharmacy,4,SRV0514,Flu vaccination service,1,FluJabLink,https://www.nhs.uk/nhs-services/vaccination-and-booking-services/book-flu-vaccination/
page_000026.json,X101562,FW459,Numark Pharmacy,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10157,FNL19,WELL,3,SRV0514,Flu vaccination service,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000026.json,X10157,FNL19,WELL,3,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10161,FNL41,Morrisons Pharmacy,3,SRV0514,Flu vaccination service,1,FluJabLink,https://www.nhs.uk/nhs-services/vaccination-and-booking-services/book-flu-vaccination/
page_000026.json,X10161,FNL41,Morrisons Pharmacy,3,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10162,FNL49,Boots,2,SRV0514,Flu vaccination service,1,FluJabLink,https://Boots.com/flu
page_000026.json,X10162,FNL49,Boots,2,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10162,FNL49,Boots,3,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://Boots.com/flu
page_000026.json,X10162,FNL49,Boots,3,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000026.json,X10166,FNL62,Holme Pharmacy,7,SRV0514,Flu vaccination service,1,FluJabLink,https://www.nhs.uk/nhs-services/vaccination-and-booking-services/book-flu-vaccination/
page_000026.json,X10166,FNL62,Holme Pharmacy,7,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10195,FNN18,Birdsfoot Lane Pharmacy,7,SRV0514,Flu vaccination service,1,FluJabLink,https://www.nhs.uk/nhs-services/vaccination-and-booking-services/book-flu-vaccination/
page_000026.json,X10195,FNN18,Birdsfoot Lane Pharmacy,7,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X101989,FWT21,Apollo Pharmacy,4,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000026.json,X10199,FNN38,Rowlands Pharmacy,5,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://rowlandspharmacy.co.uk/flu-vaccination
page_000026.json,X10203,FNN55,WELL,4,SRV0514,Flu vaccination service,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000026.json,X10203,FNN55,WELL,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000026.json,X10203,FNN55,WELL,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000026.json,X10203,FNN55,WELL,5,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000026.json,X10204,FNN57,Walworth Pharmacy,3,SRV0277,Flu vaccination service,1,OnlineBooking,None
page_000026.json,X10204,FNN57,Walworth Pharmacy,4,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10212,FNN94,Boots,3,SRV0514,Flu vaccination service,1,FluJabLink,https://www.boots.com/online/pharmacy-services/winter-flu-jab-services/appointment-type
page_000027.json,X10212,FNN94,Boots,3,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10212,FNN94,Boots,6,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.boots.com/online/pharmacy-services/winter-flu-jab-services?msockid=14ab9fac779a61fe008f892b76ce605b
page_000027.json,X102124,FQM12,Kamsons Pharmacy,4,SRV0514,Flu vaccination service,1,FluJabLink,https://outlook.office365.com/owa/calendar/KamsonsPharmacyGoringOnlineServiceBooking@kamsons.co.uk/bookings/
page_000027.json,X102124,FQM12,Kamsons Pharmacy,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X102124,FQM12,Kamsons Pharmacy,7,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://outlook.office.com/book/KamsonsPharmacyGoringOnlineServiceBooking@kamsons.co.uk/?ismsaljsauthenabled
page_000027.json,X10214,FNP04,Bridge Pharmacy,5,SRV0514,Flu vaccination service (Paid service),1,FluJabLink,https://www.paydens.com
page_000027.json,X10214,FNP04,Bridge Pharmacy,5,SRV0514,Flu vaccination service (Paid service),2,OnlineBooking,Web
page_000027.json,X10214,FNP04,Bridge Pharmacy,8,SRV2014,Flu vaccination service: book from your pharmacy website (NHS service),1,FluJabLink,https://www.paydens.com
page_000027.json,X10238,FNQ06,Lillington Pharmacy,6,SRV0514,Flu vaccination service (Paid service),1,FluJabLink,https://pharmadoctor.co.uk/patient/locations/west-midlands/coventry/Lillington-Pharmacy-CV327AG-8514
page_000027.json,X10238,FNQ06,Lillington Pharmacy,6,SRV0514,Flu vaccination service (Paid service),2,OnlineBooking,Web
page_000027.json,X10240,FNQ26,LONG MELFORD PHARMACY,10,SRV0514,Flu vaccination service,1,FluJabLink,https://gmgpharmacies.com/book-now/
page_000027.json,X10240,FNQ26,LONG MELFORD PHARMACY,10,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10240,FNQ26,LONG MELFORD PHARMACY,13,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.gmgpharmacies.com
page_000027.json,X10245,FNQ46,Edgars Chemists,2,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10245,FNQ46,Edgars Chemists,3,SRV0277,Flu vaccination service: adults aged 18 years or over,1,OnlineBooking,None
page_000027.json,X10246,FNQ47,WELL,3,SRV0514,Flu vaccination service,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000027.json,X10246,FNQ47,WELL,3,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10246,FNQ47,WELL,4,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000027.json,X10246,FNQ47,WELL,4,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000027.json,X10258,FNR03,Care Chemists,4,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10258,FNR03,Care Chemists,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,OnlineBooking,NBS
page_000027.json,X10262,FNR34,Rowlands Pharmacy,5,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://rowlandspharmacy.co.uk/flu-vaccination
page_000027.json,X10267,FNR55,DUDLEYS CHEMISTS,4,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10267,FNR55,DUDLEYS CHEMISTS,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,OnlineBooking,None
page_000027.json,X10271,FNR77,Sedem Pharmacy,4,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10286,FNT96,ARMADA PHARMACY,3,SRV0514,Flu vaccination service,1,FluJabLink,https://www.armadatravelclinic.co.uk
page_000027.json,X10286,FNT96,ARMADA PHARMACY,3,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10286,FNT96,ARMADA PHARMACY,4,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://www.armadatravelclinic.co.uk
page_000027.json,X10286,FNT96,ARMADA PHARMACY,4,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000027.json,X10288,FNV07,ORCHARD 2000 PHARMACY,6,SRV0514,Flu vaccination service,1,FluJabLink,https://www.exelchemist.co.uk
page_000027.json,X10288,FNV07,ORCHARD 2000 PHARMACY,6,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10288,FNV07,ORCHARD 2000 PHARMACY,9,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.exelchemist.co.uk
page_000027.json,X10289,FNV10,Davey's Chemist,7,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10294,FNV27,Boots,3,SRV0514,Flu vaccination service,1,FluJabLink,https://boots.com/flu
page_000027.json,X10294,FNV27,Boots,3,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10294,FNV27,Boots,6,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://boots.com/flu
page_000027.json,X10297,FNV54,WELL,4,SRV0514,Flu vaccination service,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000027.json,X10297,FNV54,WELL,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10297,FNV54,WELL,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000027.json,X10297,FNV54,WELL,5,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000027.json,X10306,FNW03,North Camp Pharmacy,2,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10306,FNW03,North Camp Pharmacy,4,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://northcamppharmacy.co.uk/
page_000027.json,X10311,FCR78,ROWLANDS PHARMACY,6,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://rowlandspharmacy.co.uk/flu-vaccination
page_000027.json,X10312,FNW34,Widdicombe Chemist,2,SRV0277,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10312,FNW34,Widdicombe Chemist,3,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10318,FNW81,Thomas Pharmacy,5,SRV0277,Flu vaccination service,1,OnlineBooking,NBS
page_000027.json,X10318,FNW81,Thomas Pharmacy,6,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10321,FNW91,Porlock Pharmacy,3,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X103217,FG536,Cherry Pharmacy,6,SRV0514,Flu vaccination service,1,FluJabLink,https://cherrypharmacy.co.uk/flu-and-covid-vaccination/
page_000027.json,X103217,FG536,Cherry Pharmacy,6,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X103217,FG536,Cherry Pharmacy,9,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.cherrypharmacy.co.uk
page_000027.json,X10322,FNW96,Badham Pharmacy,6,SRV0277,Flu vaccination service (NHS service),1,FluJabLink,https://bookings.badhampharmacy.co.uk/services/flu-jab/
page_000027.json,X10322,FNW96,Badham Pharmacy,6,SRV0277,Flu vaccination service (NHS service),2,OnlineBooking,Web
page_000027.json,X10322,FNW96,Badham Pharmacy,7,SRV0514,Flu vaccination service (Paid service),1,FluJabLink,https://bookings.badhampharmacy.co.uk/services/flu-jab/private/
page_000027.json,X10322,FNW96,Badham Pharmacy,7,SRV0514,Flu vaccination service (Paid service),2,OnlineBooking,Web
page_000027.json,X103222,FVA38,Million Pharmacy,8,SRV0514,Flu vaccination service,1,FluJabLink,https://www.millionpharmacy.co.uk
page_000027.json,X103222,FVA38,Million Pharmacy,8,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X103229,FV850,Killamarsh Pharmacy,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,OnlineBooking,None
page_000027.json,X10331,FNX43,HOW WOOD PHARMACY,3,SRV0277,Flu vaccination service,1,OnlineBooking,NBS
page_000027.json,X10331,FNX43,HOW WOOD PHARMACY,4,SRV0514,Flu vaccination service,1,FluJabLink,https://www.enimed.co.uk
page_000027.json,X10331,FNX43,HOW WOOD PHARMACY,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10337,FNY07,WELL,4,SRV0514,Flu vaccination service,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000027.json,X10337,FNY07,WELL,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10337,FNY07,WELL,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000027.json,X10337,FNY07,WELL,5,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000027.json,X103439,FHK15,WELL,5,SRV0514,Flu vaccination service,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000027.json,X103439,FHK15,WELL,5,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X103439,FHK15,WELL,6,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000027.json,X103439,FHK15,WELL,6,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000027.json,X10354,FP057,Bj Chemists,10,SRV0514,Flu vaccination service,1,FluJabLink,https://www.bjchemists.co.uk
page_000027.json,X10354,FP057,Bj Chemists,10,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10355,FP064,SHILCHEM PHARMACY,3,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X103586,FD424,LIONWOOD PHARMACY,3,SRV0514,Flu vaccination service (Paid service),1,OnlineBooking,None
page_000027.json,X10360,FP083,TIMS & PARKER PHARMACY,5,SRV0514,Flu vaccination service,1,FluJabLink,https://www.peakpharmacy.co.uk/your-pharmacy/flu-vaccinations
page_000027.json,X10360,FP083,TIMS & PARKER PHARMACY,5,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10360,FP083,TIMS & PARKER PHARMACY,7,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.peakpharmacy.co.uk/your-pharmacy/flu-vaccinations
page_000027.json,X10379,FP201,COHENS CHEMISTS,5,SRV2014,Flu vaccination service: book from your pharmacy website (NHS service),1,FluJabLink,https://www.cohenschemist.co.uk/mycohens/book-pharmacy-appointment/?PSD_reason=231
page_000027.json,X10381,FP211,Cohens Chemist,5,SRV2014,Flu vaccination service: book from your pharmacy website (NHS service),1,FluJabLink,https://www.cohenschemist.co.uk/mycohens/book-pharmacy-appointment/?PSD_reason=231
page_000027.json,X103850,FC104,Ruislip Manor Pharmacy,6,SRV0514,Flu vaccination service,1,FluJabLink,https://www.patientaccess.com/provider/ruislip-manor-pharmacy-and-travel-clinic/134d8b60-0fa1-4a51-a025-88054a056c7f
page_000027.json,X103850,FC104,Ruislip Manor Pharmacy,6,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X103851,FMC35,East Hill Pharmacy,5,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X103853,FDR32,DAY LEWIS,10,SRV0514,Flu vaccination service,1,FluJabLink,https://www.daylewis.co.uk/book-your-flu-jab/
page_000027.json,X103853,FDR32,DAY LEWIS,10,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X103853,FDR32,DAY LEWIS,11,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://www.daylewis.co.uk/book-your-flu-jab/
page_000027.json,X103853,FDR32,DAY LEWIS,11,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000027.json,X103856,FWK25,DAY LEWIS PHARMACY,4,SRV0514,Flu vaccination service,1,FluJabLink,https://www.daylewis.co.uk/book-your-flu-jab/
page_000027.json,X103856,FWK25,DAY LEWIS PHARMACY,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X103856,FWK25,DAY LEWIS PHARMACY,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://www.daylewis.co.uk/book-your-flu-jab/
page_000027.json,X103856,FWK25,DAY LEWIS PHARMACY,5,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
page_000027.json,X10389,FP266,Round The Clock Pharmacy,3,SRV0277,Flu vaccination service,1,FluJabLink,http://www.rtcp.co.uk
page_000027.json,X10389,FP266,Round The Clock Pharmacy,3,SRV0277,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X10391,FP275,Lister Chemists,9,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.nhs.uk/nhs-services/vaccination-and-booking-services/book-covid-19-vaccination/
page_000027.json,X10394,FP298,Mudeford Pharmacy,3,SRV0277,Flu vaccination service,1,OnlineBooking,NBS
page_000027.json,X10406,FP364,Millennium Pharmacy,2,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10413,FP398,H.A. MCPARLAND,2,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X104167,FQ306,PHARMACYCARE TRAVEL AND HEALTH CLINIC,7,SRV0514,Flu vaccination service,1,FluJabLink,https://www.patientaccess.com/provider/c-m-chemists-boscombe-east/176400a5-beb9-4e74-b269-e08d3b83d8af
page_000027.json,X104167,FQ306,PHARMACYCARE TRAVEL AND HEALTH CLINIC,7,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000027.json,X104167,FQ306,PHARMACYCARE TRAVEL AND HEALTH CLINIC,10,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.patientaccess.com/provider/c-m-chemists-boscombe-east/176400a5-beb9-4e74-b269-e08d3b83d8af
page_000027.json,X10418,FP422,STRATWICKS LTD PHARMACY,4,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10418,FP422,STRATWICKS LTD PHARMACY,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,OnlineBooking,None
page_000027.json,X10419,FP425,Norton Hill Pharmacies Ltd,3,SRV0514,Flu vaccination service,1,OnlineBooking,None
page_000027.json,X10419,FP425,Norton Hill Pharmacies Ltd,4,SRV0277,Flu vaccination service: adults aged 18 years or over,1,OnlineBooking,None
page_000028.json,X104250,FX541,Leek Pharmacy,6,SRV0514,Flu vaccination service,1,FluJabLink,https://www.nhs.uk/nhs-services/pharmacies/book-flu-vaccination/
page_000028.json,X104250,FX541,Leek Pharmacy,6,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000028.json,X10431,FP496,Peak Pharmacy,4,SRV0514,Flu vaccination service,1,FluJabLink,https://www.peakpharmacy.co.uk/your-pharmacy/flu-vaccinations
page_000028.json,X10431,FP496,Peak Pharmacy,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000028.json,X10431,FP496,Peak Pharmacy,6,SRV2014,Flu vaccination service: book from your pharmacy website,1,FluJabLink,https://www.peakpharmacy.co.uk/your-pharmacy/flu-vaccinations
page_000028.json,X10432,FP498,WELL,4,SRV0514,Flu vaccination service,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000028.json,X10432,FP498,WELL,4,SRV0514,Flu vaccination service,2,OnlineBooking,Web
page_000028.json,X10432,FP498,WELL,5,SRV0277,Flu vaccination service: adults aged 18 years or over,1,FluJabLink,https://well.co.uk/vaccinations/flu-jabs
page_000028.json,X10432,FP498,WELL,5,SRV0277,Flu vaccination service: adults aged 18 years or over,2,OnlineBooking,Web
